Match_ID,Date,Competition,Home_Team,Away_Team,Home_Rank,Away_Rank,Home_Elo,Away_Elo,Home_Goals,Away_Goals,Goal_Diff,Home_Form,Away_Form,Home_Win_Pct,Away_Win_Pct,Clean_Sheet_Pct,Host_Advantage,Continent_Advantage,Result,Year,Month,Total Goals,Rank Difference,Teams,Total Match Played,Total Win,Win %,Trim Home_TEAM,Trim Away_TEAM,Team,,
920,09-07-2017,Continental Cup,Netherlands,Portugal,9,13,1930,1878,0,2,-2,3.56,4.8,58,71,36,1,1,Away Win,2017,7,2,-4,,,,,Netherlands,Portugal,,,
921,10-07-2017,World Cup,Nigeria,Netherlands,16,30,1795,2180,0,4,-4,3.79,3.87,64,45,44,0,0,Away Win,2017,7,4,-14,,,,,Nigeria,Netherlands,,,
922,11-07-2017,WC Qualifier,Poland,England,20,19,1873,1995,1,2,-1,2.24,2.72,42,49,38,1,0,Away Win,2017,7,3,1,,,,,Poland,England,,,
923,12-07-2017,Friendly,Colombia,Serbia,21,4,2056,1987,4,2,2,4.01,2.71,44,84,52,1,1,Home Win,2017,7,6,17,,,,,Colombia,Serbia,,,
924,13-07-2017,Continental Cup,Switzerland,Colombia,25,11,2176,1898,4,4,0,4.88,2.32,56,84,53,1,0,Draw,2017,7,8,14,,,,,Switzerland,Colombia,,,
925,14-07-2017,Continental Cup,Morocco,Nigeria,30,16,2108,2044,3,1,2,4.81,3.25,59,52,29,1,1,Home Win,2017,7,4,14,,,,,Morocco,Nigeria,,,
926,15-07-2017,Friendly,Colombia,Belgium,29,13,1798,1788,2,1,1,2.67,2.47,46,45,37,1,1,Home Win,2017,7,3,16,,,,,Colombia,Belgium,,,
927,16-07-2017,Nations League,South Korea,Italy,20,25,1999,2122,1,4,-3,4.22,4.64,57,44,50,0,1,Away Win,2017,7,5,-5,,,,,South Korea,Italy,,,
928,17-07-2017,World Cup,England,Turkey,27,14,1757,1873,5,3,2,3.57,3.91,74,80,43,0,1,Home Win,2017,7,8,13,,,,,England,Turkey,,,
929,18-07-2017,WC Qualifier,Senegal,Morocco,21,12,2134,2176,0,5,-5,4.28,2.91,68,54,28,1,0,Away Win,2017,7,5,9,,,,,Senegal,Morocco,,,
930,19-07-2017,World Cup,England,Austria,19,15,2110,1942,4,3,1,3.65,4.79,65,46,28,0,0,Home Win,2017,7,7,4,,,,,England,Austria,,,
931,20-07-2017,Friendly,England,USA,21,28,1780,1876,3,0,3,2.03,2.54,65,62,32,1,0,Home Win,2017,7,3,-7,,,,,England,USA,,,
932,21-07-2017,World Cup,Sweden,Italy,25,21,1879,1773,3,3,0,2.35,4.33,61,65,29,1,1,Draw,2017,7,6,4,,,,,Sweden,Italy,,,
933,22-07-2017,World Cup,Japan,England,15,21,1815,1982,0,4,-4,2.41,2.51,78,63,36,1,0,Away Win,2017,7,4,-6,,,,,Japan,England,,,
934,23-07-2017,WC Qualifier,Croatia,Belgium,10,29,2001,1760,3,2,1,2.62,2.44,67,66,46,0,1,Home Win,2017,7,5,-19,,,,,Croatia,Belgium,,,
935,24-07-2017,Friendly,USA,Serbia,11,18,1806,1780,2,0,2,4.39,3.8,41,62,62,0,1,Home Win,2017,7,2,-7,,,,,USA,Serbia,,,
936,25-07-2017,Nations League,Norway,Argentina,27,5,2074,2172,4,2,2,3.9,3.19,74,76,60,0,0,Home Win,2017,7,6,22,,,,,Norway,Argentina,,,
937,26-07-2017,Friendly,Poland,Brazil,15,4,1907,1868,5,4,1,4.03,2.91,83,79,33,0,0,Home Win,2017,7,9,11,,,,,Poland,Brazil,,,
938,27-07-2017,Friendly,Croatia,Belgium,13,15,2003,1926,0,3,-3,3.54,3.9,45,82,35,1,1,Away Win,2017,7,3,-2,,,,,Croatia,Belgium,,,
939,28-07-2017,Continental Cup,Canada,Turkey,11,30,1828,1798,4,4,0,4.4,3.72,48,41,54,1,0,Draw,2017,7,8,-19,,,,,Canada,Turkey,,,
940,29-07-2017,Continental Cup,USA,Japan,24,9,1871,2089,0,4,-4,3.09,4.17,41,83,59,0,1,Away Win,2017,7,4,15,,,,,USA,Japan,,,
941,30-07-2017,WC Qualifier,Morocco,Portugal,13,27,1793,2087,2,3,-1,4.91,4.95,45,82,60,1,1,Away Win,2017,7,5,-14,,,,,Morocco,Portugal,,,
942,31-07-2017,World Cup,Turkey,Morocco,25,22,2031,1951,1,2,-1,2.23,3.9,44,76,55,0,0,Away Win,2017,7,3,3,,,,,Turkey,Morocco,,,
943,01-08-2017,Nations League,Sweden,Nigeria,22,17,2199,1998,1,5,-4,3.04,4.74,63,66,43,0,0,Away Win,2017,8,6,5,,,,,Sweden,Nigeria,,,
944,02-08-2017,WC Qualifier,Canada,Morocco,27,23,2017,1833,3,2,1,3.77,2.78,48,42,63,0,0,Home Win,2017,8,5,4,,,,,Canada,Morocco,,,
945,03-08-2017,Continental Cup,Colombia,Senegal,14,23,1798,1816,2,0,2,2.17,3.83,48,70,25,1,1,Home Win,2017,8,2,-9,,,,,Colombia,Senegal,,,
946,04-08-2017,WC Qualifier,Morocco,Poland,21,28,2140,1842,5,1,4,3.82,2.73,64,63,59,1,1,Home Win,2017,8,6,-7,,,,,Morocco,Poland,,,
947,05-08-2017,Continental Cup,Germany,Australia,17,5,1942,1858,5,3,2,4.5,4.66,61,54,43,0,1,Home Win,2017,8,8,12,,,,,Germany,Australia,,,
948,06-08-2017,Friendly,Australia,Japan,30,23,1755,2006,4,2,2,4.11,4.86,78,47,53,1,0,Home Win,2017,8,6,7,,,,,Australia,Japan,,,
949,07-08-2017,Continental Cup,Nigeria,France,3,3,2083,2005,1,5,-4,3.31,4.82,76,73,33,0,1,Away Win,2017,8,6,0,,,,,Nigeria,France,,,
950,08-08-2017,Friendly,Serbia,Italy,29,17,1864,1981,0,3,-3,2.14,2.65,78,57,52,0,1,Away Win,2017,8,3,12,,,,,Serbia,Italy,,,
951,09-08-2017,WC Qualifier,South Korea,Brazil,15,8,2188,1762,2,4,-2,3.44,2.76,52,72,47,0,0,Away Win,2017,8,6,7,,,,,South Korea,Brazil,,,
952,10-08-2017,Nations League,Australia,Austria,4,19,2090,1813,4,5,-1,2.41,2.11,49,43,50,0,1,Away Win,2017,8,9,-15,,,,,Australia,Austria,,,
953,11-08-2017,WC Qualifier,France,Poland,30,13,1833,1973,3,2,1,3.22,4.73,52,80,42,1,1,Home Win,2017,8,5,17,,,,,France,Poland,,,
954,12-08-2017,Continental Cup,Serbia,Spain,11,18,2010,2020,0,0,0,2.32,2.92,41,70,32,0,1,Draw,2017,8,0,-7,,,,,Serbia,Spain,,,
955,13-08-2017,WC Qualifier,England,Poland,19,26,2197,2065,3,3,0,4.25,2.62,66,50,52,0,0,Draw,2017,8,6,-7,,,,,England,Poland,,,
956,14-08-2017,WC Qualifier,Argentina,Colombia,6,22,1995,2113,4,0,4,2.25,3.83,58,50,55,1,0,Home Win,2017,8,4,-16,,,,,Argentina,Colombia,,,
957,15-08-2017,WC Qualifier,Uruguay,South Korea,15,17,2010,1926,1,4,-3,4.4,3.16,64,48,58,0,1,Away Win,2017,8,5,-2,,,,,Uruguay,South Korea,,,
958,16-08-2017,Friendly,Brazil,England,22,5,1848,2034,5,4,1,4.89,4.32,77,60,33,0,1,Home Win,2017,8,9,17,,,,,Brazil,England,,,
959,17-08-2017,WC Qualifier,Germany,Morocco,20,10,2053,2103,3,4,-1,3.57,2.08,44,59,41,1,0,Away Win,2017,8,7,10,,,,,Germany,Morocco,,,
960,18-08-2017,WC Qualifier,France,Canada,8,28,1946,1922,3,1,2,4.72,4.86,72,50,50,0,0,Home Win,2017,8,4,-20,,,,,France,Canada,,,
961,19-08-2017,World Cup,Argentina,Spain,15,17,1781,2112,4,4,0,4.55,3.03,61,63,62,1,0,Draw,2017,8,8,-2,,,,,Argentina,Spain,,,
962,20-08-2017,Continental Cup,USA,South Korea,8,25,2013,1771,3,5,-2,2.58,3.19,64,49,51,1,1,Away Win,2017,8,8,-17,,,,,USA,South Korea,,,
963,21-08-2017,Nations League,Belgium,Australia,9,16,2015,1981,5,5,0,3.77,3.19,45,71,41,0,0,Draw,2017,8,10,-7,,,,,Belgium,Australia,,,
964,22-08-2017,World Cup,Switzerland,Poland,9,7,1817,1983,1,3,-2,2.74,4.34,56,73,39,0,1,Away Win,2017,8,4,2,,,,,Switzerland,Poland,,,
965,23-08-2017,Friendly,Switzerland,Belgium,19,25,1993,1920,5,1,4,3.58,4.99,75,77,40,1,1,Home Win,2017,8,6,-6,,,,,Switzerland,Belgium,,,
966,24-08-2017,Nations League,Nigeria,Portugal,16,5,2076,1962,5,4,1,4.46,4.8,40,62,29,0,1,Home Win,2017,8,9,11,,,,,Nigeria,Portugal,,,
967,25-08-2017,Continental Cup,Uruguay,Poland,1,20,2113,1888,2,0,2,4.64,2.41,41,64,48,1,1,Home Win,2017,8,2,-19,,,,,Uruguay,Poland,,,
968,26-08-2017,WC Qualifier,France,Turkey,21,24,1933,2042,0,5,-5,4.52,3.74,47,50,39,1,0,Away Win,2017,8,5,-3,,,,,France,Turkey,,,
969,27-08-2017,WC Qualifier,Switzerland,Colombia,20,27,1770,2125,4,1,3,3.44,3.7,46,83,31,1,1,Home Win,2017,8,5,-7,,,,,Switzerland,Colombia,,,
970,28-08-2017,World Cup,Poland,Switzerland,7,25,2001,2108,3,5,-2,4.35,4.15,59,84,25,0,1,Away Win,2017,8,8,-18,,,,,Poland,Switzerland,,,
971,29-08-2017,Continental Cup,Poland,Norway,10,5,1834,2167,0,0,0,3.14,3.35,55,66,28,0,1,Draw,2017,8,0,5,,,,,Poland,Norway,,,
972,30-08-2017,WC Qualifier,Uruguay,Brazil,2,30,2174,1847,5,4,1,2.09,4.13,62,51,49,1,0,Home Win,2017,8,9,-28,,,,,Uruguay,Brazil,,,
973,31-08-2017,Friendly,France,Argentina,11,8,1896,1872,4,1,3,2.04,3.28,54,82,36,1,1,Home Win,2017,8,5,3,,,,,France,Argentina,,,
974,01-09-2017,Continental Cup,Mexico,Sweden,1,16,1767,2050,3,1,2,4.36,4.84,69,44,41,1,1,Home Win,2017,9,4,-15,,,,,Mexico,Sweden,,,
975,02-09-2017,Friendly,Morocco,Argentina,13,20,2127,2003,5,2,3,3.48,4.57,58,81,42,0,1,Home Win,2017,9,7,-7,,,,,Morocco,Argentina,,,
976,03-09-2017,Nations League,France,Senegal,8,2,1909,2010,5,0,5,3.94,4.04,82,41,28,1,0,Home Win,2017,9,5,6,,,,,France,Senegal,,,
977,04-09-2017,Friendly,Spain,Mexico,7,10,2059,1780,2,3,-1,4.7,4.69,50,41,40,0,0,Away Win,2017,9,5,-3,,,,,Spain,Mexico,,,
978,05-09-2017,Friendly,Turkey,Germany,8,27,2120,1862,2,0,2,3.56,4.85,70,82,46,1,0,Home Win,2017,9,2,-19,,,,,Turkey,Germany,,,
979,06-09-2017,Nations League,Uruguay,Mexico,10,29,1777,1979,0,5,-5,4.96,2.39,55,52,52,0,0,Away Win,2017,9,5,-19,,,,,Uruguay,Mexico,,,
980,07-09-2017,Continental Cup,Germany,Spain,23,19,1836,2158,2,2,0,2.92,4.79,48,42,65,0,1,Draw,2017,9,4,4,,,,,Germany,Spain,,,
981,08-09-2017,Nations League,Japan,Austria,21,27,1836,1755,0,0,0,3.65,2.95,66,40,52,0,0,Draw,2017,9,0,-6,,,,,Japan,Austria,,,
982,09-09-2017,Nations League,Sweden,Morocco,18,5,1805,1956,4,2,2,2.75,4.54,69,62,61,0,1,Home Win,2017,9,6,13,,,,,Sweden,Morocco,,,
983,10-09-2017,Continental Cup,Argentina,South Korea,25,6,2194,2010,0,0,0,4,2.03,70,83,47,0,0,Draw,2017,9,0,19,,,,,Argentina,South Korea,,,
984,11-09-2017,Friendly,Belgium,USA,30,20,1880,2170,1,0,1,4.08,4.58,43,69,30,0,1,Home Win,2017,9,1,10,,,,,Belgium,USA,,,
985,12-09-2017,Continental Cup,Morocco,Serbia,22,19,1952,2026,4,1,3,2.32,3.5,47,79,46,1,0,Home Win,2017,9,5,3,,,,,Morocco,Serbia,,,
986,13-09-2017,World Cup,Nigeria,Argentina,9,3,1856,1800,4,5,-1,2.45,4.41,64,63,59,0,0,Away Win,2017,9,9,6,,,,,Nigeria,Argentina,,,
987,14-09-2017,Nations League,South Korea,Canada,15,1,1934,2159,1,5,-4,4.66,4.32,83,49,35,0,1,Away Win,2017,9,6,14,,,,,South Korea,Canada,,,
988,15-09-2017,World Cup,Turkey,Portugal,2,5,1800,2019,4,5,-1,3.91,2.56,44,77,64,0,0,Away Win,2017,9,9,-3,,,,,Turkey,Portugal,,,
989,16-09-2017,Friendly,Spain,Belgium,25,19,1948,2166,2,3,-1,2.88,3.6,52,72,32,1,1,Away Win,2017,9,5,6,,,,,Spain,Belgium,,,
990,17-09-2017,Continental Cup,USA,Senegal,10,18,1938,1912,5,0,5,2.33,4.87,82,50,37,1,1,Home Win,2017,9,5,-8,,,,,USA,Senegal,,,
991,18-09-2017,Nations League,Australia,Turkey,12,4,1829,2035,4,2,2,3.13,2.58,83,52,55,0,1,Home Win,2017,9,6,8,,,,,Australia,Turkey,,,
992,19-09-2017,Continental Cup,Denmark,England,27,4,1945,1927,5,3,2,4.77,4.8,54,64,63,0,0,Home Win,2017,9,8,23,,,,,Denmark,England,,,
993,20-09-2017,WC Qualifier,Australia,Poland,17,19,2057,2184,1,3,-2,4.71,4.45,56,72,48,1,0,Away Win,2017,9,4,-2,,,,,Australia,Poland,,,
994,21-09-2017,Nations League,Switzerland,Austria,23,5,1906,1943,4,4,0,3.71,4.35,70,42,52,0,0,Draw,2017,9,8,18,,,,,Switzerland,Austria,,,
995,22-09-2017,Friendly,Uruguay,Nigeria,17,17,2010,2117,3,1,2,3.29,4.59,49,78,39,0,0,Home Win,2017,9,4,0,,,,,Uruguay,Nigeria,,,
996,23-09-2017,World Cup,France,Morocco,2,29,2185,2144,5,1,4,3.24,4.15,56,44,63,1,1,Home Win,2017,9,6,-27,,,,,France,Morocco,,,
997,24-09-2017,Nations League,Portugal,Norway,26,27,1853,2079,0,3,-3,2.24,4.88,54,69,49,0,1,Away Win,2017,9,3,-1,,,,,Portugal,Norway,,,
998,25-09-2017,WC Qualifier,Portugal,England,2,24,1872,1862,3,1,2,2.71,3.1,73,80,46,1,0,Home Win,2017,9,4,-22,,,,,Portugal,England,,,
999,26-09-2017,WC Qualifier,Denmark,Argentina,28,15,1957,2068,0,5,-5,4.29,3.5,68,63,52,0,1,Away Win,2017,9,5,13,,,,,Denmark,Argentina,,,
1000,27-09-2017,WC Qualifier,Turkey,France,12,10,1764,2024,4,4,0,3.6,3.02,45,46,46,1,1,Draw,2017,9,8,2,,,,,Turkey,France,,,
